Date,ActivePower,WindSpeed,TheoreticalPower,WindDirection,PowerError,Status,WindSpeed_theta,ActivePower_theta,TheoreticalPower_theta,PowerError_theta,WindSpeed_phi,ActivePower_phi,TheoreticalPower_phi,PowerError_phi,Fuzzy_Label
03 01 2018 02:50,412.115509033203,5.53610801696777,479.44724074806,162.703796386718,67.33173171485697,0.0,0.2196344378662496,0.114488683315638,0.1331797890966833,0.0187032588096824,0.6398356244343182,0.7945449154763409,0.7649449974697345,0.9632802611595912,1.0
03 01 2018 03:00,444.603607177734,5.49171495437622,466.619713732775,150.281692504882,22.01610655504101,0.0,0.2178732284899924,0.1234603113478624,0.129616587147993,0.006115585154178,0.6422070484953061,0.7802142005359459,0.7705122452650179,0.987843175785333,1.0
03 01 2018 03:10,655.730712890625,6.07675409317016,650.187022962429,149.640899658203,5.543689928196045,0.0,0.2410835311041999,0.1817633197772758,0.1806075063784525,0.0015399138689433,0.6114950765808546,0.6923862558003029,0.6940431000096362,0.9969249076394876,1.0
03 01 2018 03:20,882.5654296875,6.69093894958496,882.728232489512,152.222503662109,0.1628028020120382,0.0,0.265450134008475,0.2444040042163288,0.2452022868026422,4.522300055889951e-05,0.5804652797062373,0.607195085537765,0.6061647341938982,0.9999095580889368,1.0
03 01 2018 03:30,998.384582519531,6.84801197052001,949.011611320787,157.164306640625,49.37297119874404,0.0,0.2716817040123997,0.2763876049058405,0.2636143364779963,0.0137147142218733,0.5727205901363653,0.5669221420773204,0.5827614029566105,0.9729416688354952,1.0
03 01 2018 03:40,1193.39599609375,7.75938415527343,1395.36478692565,152.69970703125,201.96879083189992,0.5,0.3078386425821947,0.3302402452433208,0.3876013297015694,0.0561024418977499,0.5292406378597307,0.5034878151909846,0.4413361800612707,0.8937556818883263,1.0
03 01 2018 03:50,1122.71203613281,7.41762685775756,1215.65950886484,152.07600402832,92.94747273203006,0.0,0.294280079111878,0.3107207832608731,0.3376831969069,0.0258187424255639,0.5452605910247648,0.5258779944148787,0.4951223164233226,0.9496621744997268,1.0
03 01 2018 04:00,1214.1259765625,7.4722261428833,1243.60005403349,154.783798217773,29.474077470990096,0.0,0.2964462007373479,0.3359648547004063,0.3454444594537472,0.0081872437419416,0.542678746609392,0.4970453698413385,0.4864976297958843,0.9837584857520032,1.0
03 01 2018 04:10,1086.30700683593,7.0807728767395,1052.76802727855,160.218307495117,33.53897955737989,0.0,0.2809160452929655,0.3006674899009223,0.2924355631329305,0.0093163832103833,0.5613825803412188,0.5376720149685212,0.5474659294827022,0.9815392212682604,1.0
03 01 2018 04:20,1060.60302734375,7.05372190475463,1040.356846593,165.815399169921,20.24618075075,0.0,0.2798428500071396,0.2935693045308259,0.2889880129425,0.0056239390974305,0.5626918570423258,0.5461096618440515,0.5516048092909747,0.9888150254209775,1.0
